month-day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
03-28,1.01,1,1.56,0.39,0.02,0,0.22,2.35,0,0,0,1.04,0.05,3.55,7.54,0.48,29.45,3.04,1.34,15.06,2.66
03-29,5.28,2.65,0.06,0.17,11.15,0,0,0,0,0,0.01,8.64,0.1,5.48,0.04,0.06,11.7,6.82,1.57,3.13,4.4
03-30,0.1,42.05,0.01,0.18,12.38,0,0,0,0.71,0.01,0.01,0.07,0.02,1.71,0.1,0.03,6.34,5.36,1.53,7.42,0.64
03-31,0.03,32.08,0.03,0.44,3.31,0.09,0,0,0.77,0.99,0,0.03,0.03,0.11,0.21,0.08,3.01,69.31,0.31,0.46,2.51
04-01,0.23,0.96,0,0.72,0.27,0.04,0,0.09,0.05,0.05,0,0.02,2.96,0.12,0,7.13,0.12,7.25,2.64,3.89,0.71
04-02,1.85,0.19,1.08,0.06,0.26,0.03,0,0,0.17,0.02,0,0.01,21.5,0.88,0,0.83,0.24,1.67,0.18,0.39,1.1
04-03,0,0.39,1.53,0.01,0,0,0,2.04,0.02,0.95,0,0,2.84,10.16,0.03,0.38,0.42,0,0.12,1.87,0.26
04-04,0.77,1.22,0.49,3.16,0.13,0,0.23,6.91,0.83,1.16,0.01,0.03,2.47,11.17,0.01,0,0.1,0.01,0.16,0.02,7.22
04-05,0.62,0.13,0.03,0,7.69,0,0,26.9,0.1,0.01,0.08,0.07,0.18,25.26,0.02,3.03,0,0.06,2.57,0.04,0.85
04-06,12.35,0.04,0,0,6.02,0.01,2.6,0.21,0.02,2.5,1.2,0.04,0,18.29,0.01,9.34,0.01,0.1,4.01,1.18,0.18
04-07,10.53,0.11,7.37,0.01,1.66,3.11,0.39,2.7,0,3.52,6.86,6.93,0.07,0.65,0.42,19.37,0.28,0.09,1.86,1.59,0.01
04-08,19.53,0.41,2.21,0.06,0.47,1.82,0.09,0.74,0,0.48,13.48,15.36,1.02,0.38,0.01,2.53,0.38,0.05,0.05,0.12,0.01
04-09,8.99,2.22,4.16,0,0.71,5.84,0,0.05,0,2.41,10.5,15.47,0.07,0.03,21.69,0.05,0.69,0.23,0.02,4.78,0.03
04-10,0.18,4.03,1.97,0,0.01,0.09,0,0,0.07,0.01,3.48,45.74,0.15,0.01,28.03,0.43,0.13,5.26,0.04,20.96,0.06
04-11,0.1,0.13,1.34,10.55,0.03,0,0,0,17.94,0,3.52,1.78,0.11,0.69,5.65,26.51,0.03,0.55,0.05,6.73,4.8
04-12,1.52,0.32,2.6,8.84,0.44,0,0,0,3.85,0.85,1.87,0.71,3.52,44.69,2.07,12.47,4.65,0.16,0.99,9.8,26.45
04-13,1.14,0.65,0.01,2.49,0,0.03,2.85,0,0,2.16,1.03,9,1.53,18.37,0.77,0.78,2.58,0.87,0.66,5.23,8.46
04-14,0,0.04,0,0.14,11.63,0,1.22,0.03,0.08,2,2.48,2.42,0,10.2,0.23,0.23,1.13,0.85,0,1.04,0.54
04-15,0,0,0,0.01,3.79,0,0.11,4.18,0,0,0.35,0.79,0.03,1.84,2.44,0.58,0.1,0.26,0.01,0.72,0.33
04-16,0.01,0.07,0.03,0.05,0.58,0.01,1.3,15.9,0.04,5.98,7.34,0.24,0.02,1.13,10.7,0.77,0.04,0.72,0.07,0,0.03
04-17,0.02,0,0.54,0.49,8.99,0,0,6.68,0.37,5.21,29.56,0.61,0,3.14,0.38,0.23,1.44,3.79,0,0.01,0.16
04-18,0.09,0.02,3.85,0.57,0.24,0,0,8.04,0.04,1.15,3.09,2.57,0.27,0.81,0.47,0.01,2.04,0.01,0,0.15,0
04-19,0.04,0,0.04,0.34,5.51,0.01,0.01,0.14,1.13,0.14,0.84,0.04,0,0.04,0.01,0.03,0.76,0.01,0.24,21.37,0
04-20,0,0.81,0,0,0.69,0.46,0,0.14,0.04,14.81,1.73,0.15,0.01,0.24,0.04,0.78,0.49,0.58,0.04,2.52,0.77
04-21,0,7.59,0,0.01,0,0,0.12,0.08,0,16.55,0.1,0.72,0.03,0.04,0.05,17.81,0,0.14,1.7,11.46,1.32
04-22,0.06,0,0,0.02,0.35,0,0.01,0.01,0,2.34,2.38,2.29,0.05,0.02,0.15,4.93,0.04,0.02,2.15,51.26,0.69
04-23,0.06,0.68,1.01,0,0,0.02,0,0.39,0,0.97,0.18,0.27,1.74,0.01,0,3.86,0.51,0.88,0.14,0.16,0.05
04-24,0.01,9.93,0.45,0,0,0,0.33,6.19,0,2.2,0.91,0.07,3.28,0.18,0.01,1.1,0.13,0.51,1.4,1.28,0.04
04-25,0.05,6.27,25.58,0,0.01,0.22,0.48,6.86,0,5.22,0.29,0.3,0.02,0.1,0,0.73,0.01,1.22,0.77,0.01,0.61
04-26,0.19,0.07,2.23,0.29,0,2.63,0.07,8.33,0.03,0.31,0.01,0.46,0,0.13,0.01,0.04,0.03,0.74,0.06,0.69,0.79
04-27,4.95,0.45,0.45,2.98,3.36,9.37,13.52,6.64,4.31,0.06,7.12,14.7,0,0.11,0.07,0.73,0.51,2.64,0.24,0,0
04-28,2.83,0.11,1.93,9.37,1.15,8.17,0.27,0.2,3.19,0.01,4.52,13.01,0,1.97,1.09,0.08,0.03,0.05,0.1,0.01,0
04-29,5.64,0.01,6.77,0.09,6.53,19.32,0.28,0,0.69,0.02,12.94,0.94,0,9.5,14,8.14,0.01,0.01,0.03,0.02,0.02
04-30,0.62,0.31,4.62,6.04,25.55,3.75,1.84,0,0.54,2.41,1.27,0.61,0.01,10.57,10.51,0.97,0.01,0.57,0.04,0.05,0.11
