month-day,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
12-12,0.47,0,0.3,0,0,0.1,12.59,0.82,1.41,0,0.07
12-13,0.03,0,0.34,0.52,0.02,0.01,5.02,0.08,0.01,0.29,0
12-14,0.19,0,0.01,0.02,9.52,0,0,0,0.08,13.47,0.21
12-15,0.24,0.02,0.16,0.28,3.08,0,0.05,0,0.01,11.48,2.7
12-16,5.19,0,8.46,5.41,0.01,0,0,0,0.01,11.17,1.16
12-17,4.63,0,3.3,1.68,0.16,0.01,0,0,0.06,4.74,0.08
12-18,10.31,0,1.38,4,0.14,15.74,0.08,0,0.03,17.21,0
12-19,4.11,0,0.42,3.03,0,0.68,13.96,0,0,3.34,0.48
12-20,0.31,0,0.65,2.58,1.01,0.22,7.8,0,0.01,2.12,6.23
12-21,1.08,0,0.79,15.46,1.44,0.01,7.37,0,0,2.12,1.12
12-22,0.17,0,2.01,2.22,0,0,0.82,0,0,0,0.07
12-23,0.01,0,1.37,0.55,0,0.01,0,0.01,0,0,9.6
12-24,0,0,2.68,0.1,0,0,0.01,0,0,0,11.95
12-25,0.31,0,0.54,0.01,0.06,0,5.03,0.01,0,0,3.5
12-26,2.33,0,0.11,0.01,0.01,0,8.45,0.15,0,0,3.2
12-27,0.5,0.01,0.06,6.71,0,0.39,0.35,0.01,0,0,0.4
12-28,10.33,0,0.08,5.11,0.01,1.87,0.19,0,0,0,0.08
12-29,7.37,0.01,0.22,3.53,0,1.1,0.7,0,0,0,0
12-30,3.54,0.16,0.19,0.27,0.03,0.41,0.3,0,0,0,0
12-31,24.23,0.12,0.02,0,0.18,0.53,0.01,0,0,0,0.42
